Area name,Year,% of economically active with NVQ4+ - working age_x,% of economically active with NVQ4+ - working age_y,% of economically active with NVQ3 only - working age,% of economically active with Trade Apprenticeships - working age,% of economically active with NVQ2 only - working age,% of economically active with NVQ1 only - working age,% of economically active with other qualifications - working age,% of economically active with no qualifications - working age,Gross Annual Pay - Full Time - Total (£),Gross Annual Pay - Full Time - Male (£),Gross Annual Pay - Full Time - Female (£),Median Modelled Household income (£),Mean Modelled Household income (£),Real change % (after inflation) - 2001/02 to 2012/13,Number of active businesses,Two-year business survival rates,Number Employed - Total,Number Employed - Male,Number Employed - Female,Jobs Density,Crime Rates per thousand population,Fires per thousand population,Ambulance incidents per hundred population,Total Carbon Emissions,Household Waste Recycling Rate,Number of Licensed Vehicles,Traffic Flows,% of adults who cycle at least once per month,Road Casualties (Killed or Seriously Injured),Average Public Transport Accessibility Score,% children living in out-of-work households
Enfield,2012,42.4,42.4,14.1,1.2,13.4,12,11.8,5,27123,28725,25341,41250.0,33110.0,,11280.0,73.7,116700.0,62800.0,54000.0,0.57,70.97990148,2.606473004,12.37523126,1412.23164,39.0,132543.0,1561.0,9.0,86.0,2.9,28.3
Enfield,2012,42.4,42.4,14.1,1.2,13.4,12,11.8,5,27123,28725,25341,41250.0,33110.0,,11280.0,73.7,116700.0,62800.0,54000.0,0.57,70.97990148,2.606473004,12.37523126,1412.23164,39.0,132543.0,1561.0,9.0,86.0,2.9,29.0
Enfield,2012,42.4,42.4,14.1,1.2,13.4,12,11.8,5,27123,28725,25341,41250.0,33110.0,,11280.0,73.7,116700.0,62800.0,54000.0,0.57,70.97990148,2.606473004,12.37523126,1412.23164,39.0,132543.0,1561.0,9.0,86.0,2.9,28.3
Enfield,2012,42.4,42.4,14.1,1.2,13.4,12,11.8,5,27123,28725,25341,41250.0,33110.0,,11280.0,73.7,116700.0,62800.0,54000.0,0.57,70.97990148,2.606473004,12.37523126,1412.23164,39.0,132543.0,1561.0,9.0,86.0,2.9,29.0
Greenwich,2012,47.5,47.5,14.9,2.7,14.4,9,6.2,5.3,30097,30525,27922,44370.0,35350.0,,7665.0,71.2,79400.0,39600.0,39800.0,0.46,81.17107833,3.064583109,12.81933956,1096.2631800000001,40.0,83301.0,1046.0,11.0,73.0,3.3,26.9
Greenwich,2012,47.5,47.5,14.9,2.7,14.4,9,6.2,5.3,30097,30525,27922,44370.0,35350.0,,7665.0,71.2,79400.0,39600.0,39800.0,0.46,81.17107833,3.064583109,12.81933956,1096.2631800000001,40.0,83301.0,1046.0,11.0,73.0,3.3,26.4
Greenwich,2012,47.5,47.5,14.9,2.7,14.4,9,6.2,5.3,30097,30525,27922,44370.0,35350.0,,7665.0,71.2,79400.0,39600.0,39800.0,0.46,81.17107833,3.064583109,12.81933956,1096.2631800000001,40.0,83301.0,1046.0,11.0,73.0,3.3,26.9
Greenwich,2012,47.5,47.5,14.9,2.7,14.4,9,6.2,5.3,30097,30525,27922,44370.0,35350.0,,7665.0,71.2,79400.0,39600.0,39800.0,0.46,81.17107833,3.064583109,12.81933956,1096.2631800000001,40.0,83301.0,1046.0,11.0,73.0,3.3,26.4
Hackney,2012,60.3,60.3,8.7,!,10.9,7,7.6,4.9,34803,35504,32169,42690.0,35140.0,,12980.0,73.8,110900.0,61900.0,49000.0,0.62,110.2812561,2.958920192,12.35051702,906.3875347000001,24.0,49983.0,471.0,22.0,147.0,4.8,28.2
Hackney,2012,60.3,60.3,8.7,!,10.9,7,7.6,4.9,34803,35504,32169,42690.0,35140.0,,12980.0,73.8,110900.0,61900.0,49000.0,0.62,110.2812561,2.958920192,12.35051702,906.3875347000001,24.0,49983.0,471.0,22.0,147.0,4.8,30.1
Hackney,2012,60.3,60.3,8.7,!,10.9,7,7.6,4.9,34803,35504,32169,42690.0,35140.0,,12980.0,73.8,110900.0,61900.0,49000.0,0.62,110.2812561,2.958920192,12.35051702,906.3875347000001,24.0,49983.0,471.0,22.0,147.0,4.8,28.2
Hackney,2012,60.3,60.3,8.7,!,10.9,7,7.6,4.9,34803,35504,32169,42690.0,35140.0,,12980.0,73.8,110900.0,61900.0,49000.0,0.62,110.2812561,2.958920192,12.35051702,906.3875347000001,24.0,49983.0,471.0,22.0,147.0,4.8,30.1
Hammersmith and Fulham,2012,67.8,67.8,11.6,1,5.7,4.8,6.1,3.1,35136,41764,32411,62910.0,43820.0,,12270.0,69.2,145200.0,70700.0,74500.0,1.1,121.1120378,2.27411732,13.0558799,1013.203149,23.0,50680.0,500.0,24.0,80.0,4.7,25.3
Hammersmith and Fulham,2012,67.8,67.8,11.6,1,5.7,4.8,6.1,3.1,35136,41764,32411,62910.0,43820.0,,12270.0,69.2,145200.0,70700.0,74500.0,1.1,121.1120378,2.27411732,13.0558799,1013.203149,23.0,50680.0,500.0,24.0,80.0,4.7,26.0
Hammersmith and Fulham,2012,67.8,67.8,11.6,1,5.7,4.8,6.1,3.1,35136,41764,32411,62910.0,43820.0,,12270.0,69.2,145200.0,70700.0,74500.0,1.1,121.1120378,2.27411732,13.0558799,1013.203149,23.0,50680.0,500.0,24.0,80.0,4.7,25.3
Hammersmith and Fulham,2012,67.8,67.8,11.6,1,5.7,4.8,6.1,3.1,35136,41764,32411,62910.0,43820.0,,12270.0,69.2,145200.0,70700.0,74500.0,1.1,121.1120378,2.27411732,13.0558799,1013.203149,23.0,50680.0,500.0,24.0,80.0,4.7,26.0
Haringey,2012,62.4,62.4,10.1,!,7.9,4.8,9.2,5.4,29116,29857,27798,45860.0,35420.0,,10330.0,71.3,77300.0,43900.0,33400.0,0.44,90.28936473,2.301940428,13.33426029,924.3416211000001,32.0,73281.0,532.0,16.0,107.0,4.1,26.6
Haringey,2012,62.4,62.4,10.1,!,7.9,4.8,9.2,5.4,29116,29857,27798,45860.0,35420.0,,10330.0,71.3,77300.0,43900.0,33400.0,0.44,90.28936473,2.301940428,13.33426029,924.3416211000001,32.0,73281.0,532.0,16.0,107.0,4.1,26.9
Haringey,2012,62.4,62.4,10.1,!,7.9,4.8,9.2,5.4,29116,29857,27798,45860.0,35420.0,,10330.0,71.3,77300.0,43900.0,33400.0,0.44,90.28936473,2.301940428,13.33426029,924.3416211000001,32.0,73281.0,532.0,16.0,107.0,4.1,26.6
Haringey,2012,62.4,62.4,10.1,!,7.9,4.8,9.2,5.4,29116,29857,27798,45860.0,35420.0,,10330.0,71.3,77300.0,43900.0,33400.0,0.44,90.28936473,2.301940428,13.33426029,924.3416211000001,32.0,73281.0,532.0,16.0,107.0,4.1,26.9
Harrow,2012,52.7,52.7,17.5,0.9,9.1,5.4,10.3,4.1,26738,30839,22690,49060.0,38880.0,,12375.0,74.6,78800.0,37700.0,41000.0,0.5,55.54569947,1.538924898,10.17382012,872.3677513,45.0,106491.0,579.0,7.0,46.0,2.8,15.9
Harrow,2012,52.7,52.7,17.5,0.9,9.1,5.4,10.3,4.1,26738,30839,22690,49060.0,38880.0,,12375.0,74.6,78800.0,37700.0,41000.0,0.5,55.54569947,1.538924898,10.17382012,872.3677513,45.0,106491.0,579.0,7.0,46.0,2.8,17.0
Harrow,2012,52.7,52.7,17.5,0.9,9.1,5.4,10.3,4.1,26738,30839,22690,49060.0,38880.0,,12375.0,74.6,78800.0,37700.0,41000.0,0.5,55.54569947,1.538924898,10.17382012,872.3677513,45.0,106491.0,579.0,7.0,46.0,2.8,15.9
Harrow,2012,52.7,52.7,17.5,0.9,9.1,5.4,10.3,4.1,26738,30839,22690,49060.0,38880.0,,12375.0,74.6,78800.0,37700.0,41000.0,0.5,55.54569947,1.538924898,10.17382012,872.3677513,45.0,106491.0,579.0,7.0,46.0,2.8,17.0
Havering,2012,24.1,24.1,21.5,4.1,21.1,15.5,8.7,5,28326,29352,27991,44430.0,36670.0,,8390.0,77.0,83800.0,35800.0,48000.0,0.56,68.65137465,2.214964148,12.59192518,1171.028156,35.0,124905.0,1474.0,10.0,78.0,2.5,19.4
Havering,2012,24.1,24.1,21.5,4.1,21.1,15.5,8.7,5,28326,29352,27991,44430.0,36670.0,,8390.0,77.0,83800.0,35800.0,48000.0,0.56,68.65137465,2.214964148,12.59192518,1171.028156,35.0,124905.0,1474.0,10.0,78.0,2.5,18.5
Havering,2012,24.1,24.1,21.5,4.1,21.1,15.5,8.7,5,28326,29352,27991,44430.0,36670.0,,8390.0,77.0,83800.0,35800.0,48000.0,0.56,68.65137465,2.214964148,12.59192518,1171.028156,35.0,124905.0,1474.0,10.0,78.0,2.5,19.4
Havering,2012,24.1,24.1,21.5,4.1,21.1,15.5,8.7,5,28326,29352,27991,44430.0,36670.0,,8390.0,77.0,83800.0,35800.0,48000.0,0.56,68.65137465,2.214964148,12.59192518,1171.028156,35.0,124905.0,1474.0,10.0,78.0,2.5,18.5
Hillingdon,2012,40.5,40.5,17.1,3.6,16.1,11,8.2,3.5,33822,36532,28742,44950.0,37040.0,,11020.0,74.2,211400.0,124900.0,86400.0,1.15,73.24067633,3.084228907,15.75263703,2059.7887739999996,43.0,147885.0,2093.0,15.0,83.0,2.4,19.5
Hillingdon,2012,40.5,40.5,17.1,3.6,16.1,11,8.2,3.5,33822,36532,28742,44950.0,37040.0,,11020.0,74.2,211400.0,124900.0,86400.0,1.15,73.24067633,3.084228907,15.75263703,2059.7887739999996,43.0,147885.0,2093.0,15.0,83.0,2.4,19.6
Hillingdon,2012,40.5,40.5,17.1,3.6,16.1,11,8.2,3.5,33822,36532,28742,44950.0,37040.0,,11020.0,74.2,211400.0,124900.0,86400.0,1.15,73.24067633,3.084228907,15.75263703,2059.7887739999996,43.0,147885.0,2093.0,15.0,83.0,2.4,19.5
Hillingdon,2012,40.5,40.5,17.1,3.6,16.1,11,8.2,3.5,33822,36532,28742,44950.0,37040.0,,11020.0,74.2,211400.0,124900.0,86400.0,1.15,73.24067633,3.084228907,15.75263703,2059.7887739999996,43.0,147885.0,2093.0,15.0,83.0,2.4,19.6
Hounslow,2012,52.3,52.3,9.3,1.8,12.1,8.5,9.2,6.8,31821,33036,28111,44490.0,35330.0,,11505.0,74.2,158100.0,97200.0,60900.0,0.9,86.88989083,2.5747726330000003,12.06167102,1481.030333,35.0,106250.0,1500.0,14.0,73.0,3.1,20.9
Hounslow,2012,52.3,52.3,9.3,1.8,12.1,8.5,9.2,6.8,31821,33036,28111,44490.0,35330.0,,11505.0,74.2,158100.0,97200.0,60900.0,0.9,86.88989083,2.5747726330000003,12.06167102,1481.030333,35.0,106250.0,1500.0,14.0,73.0,3.1,21.2
Hounslow,2012,52.3,52.3,9.3,1.8,12.1,8.5,9.2,6.8,31821,33036,28111,44490.0,35330.0,,11505.0,74.2,158100.0,97200.0,60900.0,0.9,86.88989083,2.5747726330000003,12.06167102,1481.030333,35.0,106250.0,1500.0,14.0,73.0,3.1,20.9
Hounslow,2012,52.3,52.3,9.3,1.8,12.1,8.5,9.2,6.8,31821,33036,28111,44490.0,35330.0,,11505.0,74.2,158100.0,97200.0,60900.0,0.9,86.88989083,2.5747726330000003,12.06167102,1481.030333,35.0,106250.0,1500.0,14.0,73.0,3.1,21.2
Islington,2012,65.9,65.9,6.9,1.6,7.4,7.7,6.3,4.2,36653,40102,33171,54950.0,39790.0,,15310.0,69.0,204500.0,113100.0,91300.0,1.3,132.0322014,2.6250077000000003,14.52899117,1122.368455,31.0,44503.0,400.0,20.0,122.0,5.6,34.3
Islington,2012,65.9,65.9,6.9,1.6,7.4,7.7,6.3,4.2,36653,40102,33171,54950.0,39790.0,,15310.0,69.0,204500.0,113100.0,91300.0,1.3,132.0322014,2.6250077000000003,14.52899117,1122.368455,31.0,44503.0,400.0,20.0,122.0,5.6,34.5
Islington,2012,65.9,65.9,6.9,1.6,7.4,7.7,6.3,4.2,36653,40102,33171,54950.0,39790.0,,15310.0,69.0,204500.0,113100.0,91300.0,1.3,132.0322014,2.6250077000000003,14.52899117,1122.368455,31.0,44503.0,400.0,20.0,122.0,5.6,34.3
Islington,2012,65.9,65.9,6.9,1.6,7.4,7.7,6.3,4.2,36653,40102,33171,54950.0,39790.0,,15310.0,69.0,204500.0,113100.0,91300.0,1.3,132.0322014,2.6250077000000003,14.52899117,1122.368455,31.0,44503.0,400.0,20.0,122.0,5.6,34.5
Kensington and Chelsea,2012,68.8,68.8,8.6,0.7,7.6,4.1,5.6,4.6,30726,31233,30361,116350.0,55620.0,,12570.0,68.8,142200.0,69600.0,72600.0,1.3,133.6433015,2.180465594,12.92054127,1351.901918,26.0,51124.0,494.0,15.0,94.0,5.8,21.0
Kensington and Chelsea,2012,68.8,68.8,8.6,0.7,7.6,4.1,5.6,4.6,30726,31233,30361,116350.0,55620.0,,12570.0,68.8,142200.0,69600.0,72600.0,1.3,133.6433015,2.180465594,12.92054127,1351.901918,26.0,51124.0,494.0,15.0,94.0,5.8,21.7
Kensington and Chelsea,2012,68.8,68.8,8.6,0.7,7.6,4.1,5.6,4.6,30726,31233,30361,116350.0,55620.0,,12570.0,68.8,142200.0,69600.0,72600.0,1.3,133.6433015,2.180465594,12.92054127,1351.901918,26.0,51124.0,494.0,15.0,94.0,5.8,21.0
Kensington and Chelsea,2012,68.8,68.8,8.6,0.7,7.6,4.1,5.6,4.6,30726,31233,30361,116350.0,55620.0,,12570.0,68.8,142200.0,69600.0,72600.0,1.3,133.6433015,2.180465594,12.92054127,1351.901918,26.0,51124.0,494.0,15.0,94.0,5.8,21.7
Kingston upon Thames,2012,55.1,55.1,14.3,2.1,11.3,6.8,6.2,4.1,29067,-,25798,56920.0,43940.0,,8060.0,79.1,80400.0,43300.0,37100.0,0.73,62.2185887,1.824216319,11.164936,778.3774261,46.0,73047.0,898.0,22.0,34.0,2.8,11.7
Kingston upon Thames,2012,55.1,55.1,14.3,2.1,11.3,6.8,6.2,4.1,29067,-,25798,56920.0,43940.0,,8060.0,79.1,80400.0,43300.0,37100.0,0.73,62.2185887,1.824216319,11.164936,778.3774261,46.0,73047.0,898.0,22.0,34.0,2.8,12.1
Kingston upon Thames,2012,55.1,55.1,14.3,2.1,11.3,6.8,6.2,4.1,29067,-,25798,56920.0,43940.0,,8060.0,79.1,80400.0,43300.0,37100.0,0.73,62.2185887,1.824216319,11.164936,778.3774261,46.0,73047.0,898.0,22.0,34.0,2.8,11.7
Kingston upon Thames,2012,55.1,55.1,14.3,2.1,11.3,6.8,6.2,4.1,29067,-,25798,56920.0,43940.0,,8060.0,79.1,80400.0,43300.0,37100.0,0.73,62.2185887,1.824216319,11.164936,778.3774261,46.0,73047.0,898.0,22.0,34.0,2.8,12.1
Lambeth,2012,63.1,63.1,12.2,!,7.1,6.8,4.4,5.9,35280,37528,32011,48610.0,38490.0,,14820.0,67.5,150500.0,80500.0,70000.0,0.66,112.546744,2.698259188,14.482269500000001,1285.372158,23.0,73653.0,718.0,19.0,151.0,5.0,28.4
Lambeth,2012,63.1,63.1,12.2,!,7.1,6.8,4.4,5.9,35280,37528,32011,48610.0,38490.0,,14820.0,67.5,150500.0,80500.0,70000.0,0.66,112.546744,2.698259188,14.482269500000001,1285.372158,23.0,73653.0,718.0,19.0,151.0,5.0,29.0
Lambeth,2012,63.1,63.1,12.2,!,7.1,6.8,4.4,5.9,35280,37528,32011,48610.0,38490.0,,14820.0,67.5,150500.0,80500.0,70000.0,0.66,112.546744,2.698259188,14.482269500000001,1285.372158,23.0,73653.0,718.0,19.0,151.0,5.0,28.4
Lambeth,2012,63.1,63.1,12.2,!,7.1,6.8,4.4,5.9,35280,37528,32011,48610.0,38490.0,,14820.0,67.5,150500.0,80500.0,70000.0,0.66,112.546744,2.698259188,14.482269500000001,1285.372158,23.0,73653.0,718.0,19.0,151.0,5.0,29.0
Lewisham,2012,63.4,63.4,11.7,1.9,6.7,5.2,5.8,5.2,29995,-,28100,43360.0,35900.0,,8235.0,75.3,76500.0,34100.0,42400.0,0.39,87.82267116,2.365426416,13.03861399,973.2609829,20.0,84452.0,753.0,13.0,102.0,3.9,27.5
Lewisham,2012,63.4,63.4,11.7,1.9,6.7,5.2,5.8,5.2,29995,-,28100,43360.0,35900.0,,8235.0,75.3,76500.0,34100.0,42400.0,0.39,87.82267116,2.365426416,13.03861399,973.2609829,20.0,84452.0,753.0,13.0,102.0,3.9,27.3
Lewisham,2012,63.4,63.4,11.7,1.9,6.7,5.2,5.8,5.2,29995,-,28100,43360.0,35900.0,,8235.0,75.3,76500.0,34100.0,42400.0,0.39,87.82267116,2.365426416,13.03861399,973.2609829,20.0,84452.0,753.0,13.0,102.0,3.9,27.5
Lewisham,2012,63.4,63.4,11.7,1.9,6.7,5.2,5.8,5.2,29995,-,28100,43360.0,35900.0,,8235.0,75.3,76500.0,34100.0,42400.0,0.39,87.82267116,2.365426416,13.03861399,973.2609829,20.0,84452.0,753.0,13.0,102.0,3.9,27.3
Merton,2012,52.0,52.0,17.7,1.9,9.3,7.9,6.6,4.6,28613,29252,26842,57160.0,41960.0,,9880.0,72.2,88700.0,49300.0,39400.0,0.65,66.14414637,1.977994808,10.61144764,859.9835918,39.0,82546.0,581.0,15.0,65.0,3.4,15.7
Merton,2012,52.0,52.0,17.7,1.9,9.3,7.9,6.6,4.6,28613,29252,26842,57160.0,41960.0,,9880.0,72.2,88700.0,49300.0,39400.0,0.65,66.14414637,1.977994808,10.61144764,859.9835918,39.0,82546.0,581.0,15.0,65.0,3.4,15.8
Merton,2012,52.0,52.0,17.7,1.9,9.3,7.9,6.6,4.6,28613,29252,26842,57160.0,41960.0,,9880.0,72.2,88700.0,49300.0,39400.0,0.65,66.14414637,1.977994808,10.61144764,859.9835918,39.0,82546.0,581.0,15.0,65.0,3.4,15.7
Merton,2012,52.0,52.0,17.7,1.9,9.3,7.9,6.6,4.6,28613,29252,26842,57160.0,41960.0,,9880.0,72.2,88700.0,49300.0,39400.0,0.65,66.14414637,1.977994808,10.61144764,859.9835918,39.0,82546.0,581.0,15.0,65.0,3.4,15.8
Newham,2012,49.2,49.2,10.9,!,11.9,4.1,14.6,9,30540,30896,29995,34260.0,28780.0,,7750.0,67.9,97000.0,52600.0,44400.0,0.44,100.9793558,2.865475478,13.33273901,1470.535724,21.0,74019.0,886.0,6.0,77.0,3.9,26.1
Newham,2012,49.2,49.2,10.9,!,11.9,4.1,14.6,9,30540,30896,29995,34260.0,28780.0,,7750.0,67.9,97000.0,52600.0,44400.0,0.44,100.9793558,2.865475478,13.33273901,1470.535724,21.0,74019.0,886.0,6.0,77.0,3.9,27.8
Newham,2012,49.2,49.2,10.9,!,11.9,4.1,14.6,9,30540,30896,29995,34260.0,28780.0,,7750.0,67.9,97000.0,52600.0,44400.0,0.44,100.9793558,2.865475478,13.33273901,1470.535724,21.0,74019.0,886.0,6.0,77.0,3.9,26.1
Newham,2012,49.2,49.2,10.9,!,11.9,4.1,14.6,9,30540,30896,29995,34260.0,28780.0,,7750.0,67.9,97000.0,52600.0,44400.0,0.44,100.9793558,2.865475478,13.33273901,1470.535724,21.0,74019.0,886.0,6.0,77.0,3.9,27.8
Redbridge,2012,49.8,49.8,15.1,2.4,11.2,6.3,7.9,7.4,28100,31590,23768,45380.0,36860.0,,11240.0,71.0,86900.0,42200.0,44700.0,0.47,78.76901239,2.0378262719999998,11.63915016,1000.8237429999999,29.0,111868.0,1089.0,10.0,93.0,3.0,18.8
Redbridge,2012,49.8,49.8,15.1,2.4,11.2,6.3,7.9,7.4,28100,31590,23768,45380.0,36860.0,,11240.0,71.0,86900.0,42200.0,44700.0,0.47,78.76901239,2.0378262719999998,11.63915016,1000.8237429999999,29.0,111868.0,1089.0,10.0,93.0,3.0,19.3
Redbridge,2012,49.8,49.8,15.1,2.4,11.2,6.3,7.9,7.4,28100,31590,23768,45380.0,36860.0,,11240.0,71.0,86900.0,42200.0,44700.0,0.47,78.76901239,2.0378262719999998,11.63915016,1000.8237429999999,29.0,111868.0,1089.0,10.0,93.0,3.0,18.8
Redbridge,2012,49.8,49.8,15.1,2.4,11.2,6.3,7.9,7.4,28100,31590,23768,45380.0,36860.0,,11240.0,71.0,86900.0,42200.0,44700.0,0.47,78.76901239,2.0378262719999998,11.63915016,1000.8237429999999,29.0,111868.0,1089.0,10.0,93.0,3.0,19.3
Richmond upon Thames,2012,66.8,66.8,13.1,2.7,6.8,4.7,3.8,2.1,31505,31825,-,76610.0,53470.0,,12705.0,75.9,90600.0,48000.0,42600.0,0.74,62.40186101,1.7076845809999999,9.676174364,908.6938377,46.0,86886.0,781.0,34.0,52.0,3.0,8.4
Richmond upon Thames,2012,66.8,66.8,13.1,2.7,6.8,4.7,3.8,2.1,31505,31825,-,76610.0,53470.0,,12705.0,75.9,90600.0,48000.0,42600.0,0.74,62.40186101,1.7076845809999999,9.676174364,908.6938377,46.0,86886.0,781.0,34.0,52.0,3.0,8.8
Richmond upon Thames,2012,66.8,66.8,13.1,2.7,6.8,4.7,3.8,2.1,31505,31825,-,76610.0,53470.0,,12705.0,75.9,90600.0,48000.0,42600.0,0.74,62.40186101,1.7076845809999999,9.676174364,908.6938377,46.0,86886.0,781.0,34.0,52.0,3.0,8.4
Richmond upon Thames,2012,66.8,66.8,13.1,2.7,6.8,4.7,3.8,2.1,31505,31825,-,76610.0,53470.0,,12705.0,75.9,90600.0,48000.0,42600.0,0.74,62.40186101,1.7076845809999999,9.676174364,908.6938377,46.0,86886.0,781.0,34.0,52.0,3.0,8.8
Southwark,2012,64.2,64.2,8.9,!,8.3,4.6,8.3,5.4,36056,40148,32817,48000.0,37100.0,,13875.0,70.9,265500.0,163000.0,102500.0,1.25,111.5627023,3.16151671,14.72251559,1541.583149,30.0,71584.0,715.0,21.0,117.0,4.7,28.7
Southwark,2012,64.2,64.2,8.9,!,8.3,4.6,8.3,5.4,36056,40148,32817,48000.0,37100.0,,13875.0,70.9,265500.0,163000.0,102500.0,1.25,111.5627023,3.16151671,14.72251559,1541.583149,30.0,71584.0,715.0,21.0,117.0,4.7,28.4
Southwark,2012,64.2,64.2,8.9,!,8.3,4.6,8.3,5.4,36056,40148,32817,48000.0,37100.0,,13875.0,70.9,265500.0,163000.0,102500.0,1.25,111.5627023,3.16151671,14.72251559,1541.583149,30.0,71584.0,715.0,21.0,117.0,4.7,28.7
Southwark,2012,64.2,64.2,8.9,!,8.3,4.6,8.3,5.4,36056,40148,32817,48000.0,37100.0,,13875.0,70.9,265500.0,163000.0,102500.0,1.25,111.5627023,3.16151671,14.72251559,1541.583149,30.0,71584.0,715.0,21.0,117.0,4.7,28.4
Sutton,2012,42.2,42.2,17.3,4.1,16.9,8.9,7,3.8,25247,25412,25093,49170.0,39940.0,,7480.0,76.9,77900.0,43900.0,34000.0,0.62,57.78030264,2.246552704,11.51319527,811.5243851,37.0,94976.0,609.0,10.0,42.0,2.7,15.1
Sutton,2012,42.2,42.2,17.3,4.1,16.9,8.9,7,3.8,25247,25412,25093,49170.0,39940.0,,7480.0,76.9,77900.0,43900.0,34000.0,0.62,57.78030264,2.246552704,11.51319527,811.5243851,37.0,94976.0,609.0,10.0,42.0,2.7,14.7
Sutton,2012,42.2,42.2,17.3,4.1,16.9,8.9,7,3.8,25247,25412,25093,49170.0,39940.0,,7480.0,76.9,77900.0,43900.0,34000.0,0.62,57.78030264,2.246552704,11.51319527,811.5243851,37.0,94976.0,609.0,10.0,42.0,2.7,15.1
Sutton,2012,42.2,42.2,17.3,4.1,16.9,8.9,7,3.8,25247,25412,25093,49170.0,39940.0,,7480.0,76.9,77900.0,43900.0,34000.0,0.62,57.78030264,2.246552704,11.51319527,811.5243851,37.0,94976.0,609.0,10.0,42.0,2.7,14.7
Tower Hamlets,2012,62.9,62.9,8.6,0.5,8.6,3.6,8.3,7.5,44880,50941,38485,45720.0,34930.0,,13740.0,69.3,252800.0,157200.0,95600.0,1.3,110.5766854,4.456222933,12.84852264,2090.410797,28.0,49986.0,864.0,17.0,168.0,4.7,36.6
Tower Hamlets,2012,62.9,62.9,8.6,0.5,8.6,3.6,8.3,7.5,44880,50941,38485,45720.0,34930.0,,13740.0,69.3,252800.0,157200.0,95600.0,1.3,110.5766854,4.456222933,12.84852264,2090.410797,28.0,49986.0,864.0,17.0,168.0,4.7,39.0
Tower Hamlets,2012,62.9,62.9,8.6,0.5,8.6,3.6,8.3,7.5,44880,50941,38485,45720.0,34930.0,,13740.0,69.3,252800.0,157200.0,95600.0,1.3,110.5766854,4.456222933,12.84852264,2090.410797,28.0,49986.0,864.0,17.0,168.0,4.7,36.6
Tower Hamlets,2012,62.9,62.9,8.6,0.5,8.6,3.6,8.3,7.5,44880,50941,38485,45720.0,34930.0,,13740.0,69.3,252800.0,157200.0,95600.0,1.3,110.5766854,4.456222933,12.84852264,2090.410797,28.0,49986.0,864.0,17.0,168.0,4.7,39.0
Waltham Forest,2012,47.1,47.1,12.1,1.3,10.7,8.5,12.4,7.9,27235,29212,24296,39460.0,33080.0,,8265.0,71.1,76400.0,43800.0,32600.0,0.43,93.22608411,2.528887975,12.50047607,875.7031247000001,31.0,86932.0,663.0,16.0,69.0,3.5,24.5
Waltham Forest,2012,47.1,47.1,12.1,1.3,10.7,8.5,12.4,7.9,27235,29212,24296,39460.0,33080.0,,8265.0,71.1,76400.0,43800.0,32600.0,0.43,93.22608411,2.528887975,12.50047607,875.7031247000001,31.0,86932.0,663.0,16.0,69.0,3.5,24.9
Waltham Forest,2012,47.1,47.1,12.1,1.3,10.7,8.5,12.4,7.9,27235,29212,24296,39460.0,33080.0,,8265.0,71.1,76400.0,43800.0,32600.0,0.43,93.22608411,2.528887975,12.50047607,875.7031247000001,31.0,86932.0,663.0,16.0,69.0,3.5,24.5
Waltham Forest,2012,47.1,47.1,12.1,1.3,10.7,8.5,12.4,7.9,27235,29212,24296,39460.0,33080.0,,8265.0,71.1,76400.0,43800.0,32600.0,0.43,93.22608411,2.528887975,12.50047607,875.7031247000001,31.0,86932.0,663.0,16.0,69.0,3.5,24.9
Wandsworth,2012,73.6,73.6,10.1,0.8,5.1,3.1,5.1,2.2,31262,33624,28146,66220.0,47480.0,,15800.0,74.5,134300.0,65400.0,68900.0,0.6,82.53003451,2.212044941,10.58570539,1207.915925,23.0,97130.0,787.0,22.0,109.0,4.2,18.8
Wandsworth,2012,73.6,73.6,10.1,0.8,5.1,3.1,5.1,2.2,31262,33624,28146,66220.0,47480.0,,15800.0,74.5,134300.0,65400.0,68900.0,0.6,82.53003451,2.212044941,10.58570539,1207.915925,23.0,97130.0,787.0,22.0,109.0,4.2,19.5
Wandsworth,2012,73.6,73.6,10.1,0.8,5.1,3.1,5.1,2.2,31262,33624,28146,66220.0,47480.0,,15800.0,74.5,134300.0,65400.0,68900.0,0.6,82.53003451,2.212044941,10.58570539,1207.915925,23.0,97130.0,787.0,22.0,109.0,4.2,18.8
Wandsworth,2012,73.6,73.6,10.1,0.8,5.1,3.1,5.1,2.2,31262,33624,28146,66220.0,47480.0,,15800.0,74.5,134300.0,65400.0,68900.0,0.6,82.53003451,2.212044941,10.58570539,1207.915925,23.0,97130.0,787.0,22.0,109.0,4.2,19.5
Westminster,2012,72.6,72.6,10.5,1.2,4.3,2.4,6,3,37649,42292,32539,80760.0,47510.0,,49825.0,64.2,692200.0,400200.0,292000.0,4.25,277.0238276,4.811085599,22.51963298,3177.518603,22.0,62248.0,829.0,18.0,193.0,6.3,32.4
Westminster,2012,72.6,72.6,10.5,1.2,4.3,2.4,6,3,37649,42292,32539,80760.0,47510.0,,49825.0,64.2,692200.0,400200.0,292000.0,4.25,277.0238276,4.811085599,22.51963298,3177.518603,22.0,62248.0,829.0,18.0,193.0,6.3,31.3
Westminster,2012,72.6,72.6,10.5,1.2,4.3,2.4,6,3,37649,42292,32539,80760.0,47510.0,,49825.0,64.2,692200.0,400200.0,292000.0,4.25,277.0238276,4.811085599,22.51963298,3177.518603,22.0,62248.0,829.0,18.0,193.0,6.3,32.4
