Code,Area,Count,Year,Mode,Type
00AH,Croydon,7.8,2010,HGV,Freight
00AJ,Ealing,13.0,2010,HGV,Freight
00AK,Enfield,30.0,2010,HGV,Freight
00AL,Greenwich,10.0,2010,HGV,Freight
00AM,Hackney,6.1,2010,HGV,Freight
00AN,Hammersmith and Fulham,4.6,2010,HGV,Freight
00AP,Haringey,4.1,2010,HGV,Freight
00AQ,Harrow,3.6,2010,HGV,Freight
00AR,Havering,31.7,2010,HGV,Freight
00AS,Hillingdon,22.7,2010,HGV,Freight
00AT,Hounslow,12.2,2010,HGV,Freight
00AU,Islington,3.6,2010,HGV,Freight
00AW,Kensington and Chelsea,4.2,2010,HGV,Freight
00AX,Kingston upon Thames,5.7,2010,HGV,Freight
00AY,Lambeth,5.8,2010,HGV,Freight
00AZ,Lewisham,5.8,2010,HGV,Freight
00BA,Merton,4.3,2010,HGV,Freight
00BB,Newham,10.9,2010,HGV,Freight
00BC,Redbridge,11.4,2010,HGV,Freight
00BD,Richmond upon Thames,4.7,2010,HGV,Freight
00BE,Southwark,6.0,2010,HGV,Freight
00BF,Sutton,3.5,2010,HGV,Freight
00BG,Tower Hamlets,9.9,2010,HGV,Freight
00BH,Waltham Forest,7.4,2010,HGV,Freight
00BJ,Wandsworth,6.2,2010,HGV,Freight
00BK,Westminster,7.2,2010,HGV,Freight
00AA,City of London,2.3,2010,Diesel LGV,Freight
00AB,Barking and Dagenham,4.6,2010,Diesel LGV,Freight
00AC,Barnet,13.0,2010,Diesel LGV,Freight
00AD,Bexley,7.9,2010,Diesel LGV,Freight
00AE,Brent,6.5,2010,Diesel LGV,Freight
00AF,Bromley,10.5,2010,Diesel LGV,Freight
00AG,Camden,6.1,2010,Diesel LGV,Freight
00AH,Croydon,9.4,2010,Diesel LGV,Freight
00AJ,Ealing,9.1,2010,Diesel LGV,Freight
00AK,Enfield,11.8,2010,Diesel LGV,Freight
00AL,Greenwich,10.2,2010,Diesel LGV,Freight
00AM,Hackney,6.1,2010,Diesel LGV,Freight
00AN,Hammersmith and Fulham,6.6,2010,Diesel LGV,Freight
00AP,Haringey,6.5,2010,Diesel LGV,Freight
00AQ,Harrow,4.2,2010,Diesel LGV,Freight
00AR,Havering,11.3,2010,Diesel LGV,Freight
00AS,Hillingdon,16.5,2010,Diesel LGV,Freight
00AT,Hounslow,11.3,2010,Diesel LGV,Freight
00AU,Islington,5.3,2010,Diesel LGV,Freight
00AW,Kensington and Chelsea,6.6,2010,Diesel LGV,Freight
00AX,Kingston upon Thames,6.7,2010,Diesel LGV,Freight
00AY,Lambeth,9.5,2010,Diesel LGV,Freight
00AZ,Lewisham,9.3,2010,Diesel LGV,Freight
00BA,Merton,4.9,2010,Diesel LGV,Freight
00BB,Newham,8.8,2010,Diesel LGV,Freight
00BC,Redbridge,7.7,2010,Diesel LGV,Freight
00BD,Richmond upon Thames,5.5,2010,Diesel LGV,Freight
00BE,Southwark,9.8,2010,Diesel LGV,Freight
00BF,Sutton,5.1,2010,Diesel LGV,Freight
00BG,Tower Hamlets,11.0,2010,Diesel LGV,Freight
00BH,Waltham Forest,5.7,2010,Diesel LGV,Freight
00BJ,Wandsworth,8.4,2010,Diesel LGV,Freight
00BK,Westminster,11.5,2010,Diesel LGV,Freight
00AA,City of London,0.1,2010,Petrol LGV,Freight
00AB,Barking and Dagenham,0.3,2010,Petrol LGV,Freight
00AC,Barnet,0.8,2010,Petrol LGV,Freight
00AD,Bexley,0.5,2010,Petrol LGV,Freight
00AE,Brent,0.4,2010,Petrol LGV,Freight
00AF,Bromley,0.6,2010,Petrol LGV,Freight
00AG,Camden,0.4,2010,Petrol LGV,Freight
00AH,Croydon,0.6,2010,Petrol LGV,Freight
00AJ,Ealing,0.6,2010,Petrol LGV,Freight
00AK,Enfield,0.7,2010,Petrol LGV,Freight
00AL,Greenwich,0.6,2010,Petrol LGV,Freight
00AM,Hackney,0.4,2010,Petrol LGV,Freight
00AN,Hammersmith and Fulham,0.4,2010,Petrol LGV,Freight
00AP,Haringey,0.4,2010,Petrol LGV,Freight
00AQ,Harrow,0.3,2010,Petrol LGV,Freight
00AR,Havering,0.7,2010,Petrol LGV,Freight
00AS,Hillingdon,1.0,2010,Petrol LGV,Freight
00AT,Hounslow,0.7,2010,Petrol LGV,Freight
00AU,Islington,0.3,2010,Petrol LGV,Freight
00AW,Kensington and Chelsea,0.4,2010,Petrol LGV,Freight
00AX,Kingston upon Thames,0.4,2010,Petrol LGV,Freight
00AY,Lambeth,0.6,2010,Petrol LGV,Freight
00AZ,Lewisham,0.6,2010,Petrol LGV,Freight
00BA,Merton,0.3,2010,Petrol LGV,Freight
00BB,Newham,0.6,2010,Petrol LGV,Freight
00BC,Redbridge,0.5,2010,Petrol LGV,Freight
00BD,Richmond upon Thames,0.3,2010,Petrol LGV,Freight
00BE,Southwark,0.6,2010,Petrol LGV,Freight
00BF,Sutton,0.3,2010,Petrol LGV,Freight
00BG,Tower Hamlets,0.7,2010,Petrol LGV,Freight
00BH,Waltham Forest,0.4,2010,Petrol LGV,Freight
00BJ,Wandsworth,0.5,2010,Petrol LGV,Freight
00BK,Westminster,0.7,2010,Petrol LGV,Freight
00AA,City of London,2.1,2011,Buses,Personal
00AB,Barking and Dagenham,2.6,2011,Buses,Personal
00AC,Barnet,7.7,2011,Buses,Personal
00AD,Bexley,4.6,2011,Buses,Personal
00AE,Brent,5.4,2011,Buses,Personal
00AF,Bromley,7.1,2011,Buses,Personal
00AG,Camden,5.8,2011,Buses,Personal
00AH,Croydon,6.8,2011,Buses,Personal
00AJ,Ealing,6.0,2011,Buses,Personal
00AK,Enfield,6.1,2011,Buses,Personal
00AL,Greenwich,6.6,2011,Buses,Personal
00AM,Hackney,5.8,2011,Buses,Personal
00AN,Hammersmith and Fulham,4.8,2011,Buses,Personal
00AP,Haringey,5.6,2011,Buses,Personal
00AQ,Harrow,3.2,2011,Buses,Personal
00AR,Havering,4.8,2011,Buses,Personal
00AS,Hillingdon,8.6,2011,Buses,Personal
00AT,Hounslow,7.3,2011,Buses,Personal
00AU,Islington,5.1,2011,Buses,Personal
00AW,Kensington and Chelsea,4.7,2011,Buses,Personal
00AX,Kingston upon Thames,4.1,2011,Buses,Personal
00AY,Lambeth,9.3,2011,Buses,Personal
00AZ,Lewisham,6.7,2011,Buses,Personal
00BA,Merton,3.9,2011,Buses,Personal
00BB,Newham,5.2,2011,Buses,Personal
00BC,Redbridge,4.5,2011,Buses,Personal
00BD,Richmond upon Thames,5.4,2011,Buses,Personal
00BE,Southwark,9.2,2011,Buses,Personal
00BF,Sutton,3.4,2011,Buses,Personal
00BG,Tower Hamlets,5.5,2011,Buses,Personal
00BH,Waltham Forest,3.8,2011,Buses,Personal
00BJ,Wandsworth,6.1,2011,Buses,Personal
00BK,Westminster,14.1,2011,Buses,Personal
00AA,City of London,2.9,2011,Diesel Cars,Personal
00AB,Barking and Dagenham,9.1,2011,Diesel Cars,Personal
00AC,Barnet,24.8,2011,Diesel Cars,Personal
00AD,Bexley,13.5,2011,Diesel Cars,Personal
00AE,Brent,13.5,2011,Diesel Cars,Personal
00AF,Bromley,19.4,2011,Diesel Cars,Personal
00AG,Camden,8.4,2011,Diesel Cars,Personal
00AH,Croydon,18.9,2011,Diesel Cars,Personal
00AJ,Ealing,18.9,2011,Diesel Cars,Personal
00AK,Enfield,22.0,2011,Diesel Cars,Personal
00AL,Greenwich,16.6,2011,Diesel Cars,Personal
00AM,Hackney,8.8,2011,Diesel Cars,Personal
00AN,Hammersmith and Fulham,9.4,2011,Diesel Cars,Personal
00AP,Haringey,10.0,2011,Diesel Cars,Personal
00AQ,Harrow,9.8,2011,Diesel Cars,Personal
00AR,Havering,22.1,2011,Diesel Cars,Personal
00AS,Hillingdon,34.0,2011,Diesel Cars,Personal
00AT,Hounslow,25.0,2011,Diesel Cars,Personal
00AU,Islington,6.9,2011,Diesel Cars,Personal
00AW,Kensington and Chelsea,9.1,2011,Diesel Cars,Personal
00AX,Kingston upon Thames,14.4,2011,Diesel Cars,Personal
00AY,Lambeth,13.2,2011,Diesel Cars,Personal
00AZ,Lewisham,14.4,2011,Diesel Cars,Personal
00BA,Merton,9.4,2011,Diesel Cars,Personal
00BB,Newham,16.2,2011,Diesel Cars,Personal
00BC,Redbridge,16.9,2011,Diesel Cars,Personal
00BD,Richmond upon Thames,12.5,2011,Diesel Cars,Personal
00BE,Southwark,13.1,2011,Diesel Cars,Personal
00BF,Sutton,10.0,2011,Diesel Cars,Personal
00BG,Tower Hamlets,16.0,2011,Diesel Cars,Personal
00BH,Waltham Forest,10.1,2011,Diesel Cars,Personal
00BJ,Wandsworth,14.2,2011,Diesel Cars,Personal
00BK,Westminster,15.2,2011,Diesel Cars,Personal
00AA,City of London,5.9,2011,Petrol Cars,Personal
00AB,Barking and Dagenham,17.4,2011,Petrol Cars,Personal
00AC,Barnet,44.7,2011,Petrol Cars,Personal
00AD,Bexley,25.7,2011,Petrol Cars,Personal
00AE,Brent,25.6,2011,Petrol Cars,Personal
00AF,Bromley,36.6,2011,Petrol Cars,Personal
00AG,Camden,16.5,2011,Petrol Cars,Personal
00AH,Croydon,35.6,2011,Petrol Cars,Personal
00AJ,Ealing,36.0,2011,Petrol Cars,Personal
00AK,Enfield,38.0,2011,Petrol Cars,Personal
00AL,Greenwich,31.5,2011,Petrol Cars,Personal
00AM,Hackney,17.3,2011,Petrol Cars,Personal
00AN,Hammersmith and Fulham,18.5,2011,Petrol Cars,Personal
00AP,Haringey,19.5,2011,Petrol Cars,Personal
00AQ,Harrow,18.3,2011,Petrol Cars,Personal
00AR,Havering,37.9,2011,Petrol Cars,Personal
00AS,Hillingdon,58.6,2011,Petrol Cars,Personal
00AT,Hounslow,43.7,2011,Petrol Cars,Personal
00AU,Islington,13.6,2011,Petrol Cars,Personal
00AW,Kensington and Chelsea,17.9,2011,Petrol Cars,Personal
00AX,Kingston upon Thames,27.2,2011,Petrol Cars,Personal
00AY,Lambeth,25.8,2011,Petrol Cars,Personal
00AZ,Lewisham,27.9,2011,Petrol Cars,Personal
00BA,Merton,17.8,2011,Petrol Cars,Personal
00BB,Newham,31.9,2011,Petrol Cars,Personal
00BC,Redbridge,31.5,2011,Petrol Cars,Personal
00BD,Richmond upon Thames,23.7,2011,Petrol Cars,Personal
00BE,Southwark,25.6,2011,Petrol Cars,Personal
00BF,Sutton,18.8,2011,Petrol Cars,Personal
00BG,Tower Hamlets,31.3,2011,Petrol Cars,Personal
00BH,Waltham Forest,19.3,2011,Petrol Cars,Personal
00BJ,Wandsworth,27.8,2011,Petrol Cars,Personal
00BK,Westminster,30.4,2011,Petrol Cars,Personal
00AA,City of London,0.5,2011,Motor-cycles,Personal
00AB,Barking and Dagenham,0.3,2011,Motor-cycles,Personal
00AC,Barnet,0.8,2011,Motor-cycles,Personal
00AD,Bexley,0.5,2011,Motor-cycles,Personal
00AE,Brent,0.5,2011,Motor-cycles,Personal
00AF,Bromley,0.7,2011,Motor-cycles,Personal
00AG,Camden,1.0,2011,Motor-cycles,Personal
00AH,Croydon,0.7,2011,Motor-cycles,Personal
00AJ,Ealing,0.8,2011,Motor-cycles,Personal
00AK,Enfield,0.6,2011,Motor-cycles,Personal
00AL,Greenwich,0.9,2011,Motor-cycles,Personal
00AM,Hackney,0.7,2011,Motor-cycles,Personal
00AN,Hammersmith and Fulham,0.9,2011,Motor-cycles,Personal
00AP,Haringey,0.6,2011,Motor-cycles,Personal
00AQ,Harrow,0.3,2011,Motor-cycles,Personal
00AR,Havering,0.7,2011,Motor-cycles,Personal
00AS,Hillingdon,1.0,2011,Motor-cycles,Personal
00AT,Hounslow,0.9,2011,Motor-cycles,Personal
00AU,Islington,0.8,2011,Motor-cycles,Personal
00AW,Kensington and Chelsea,1.0,2011,Motor-cycles,Personal
00AX,Kingston upon Thames,0.6,2011,Motor-cycles,Personal
00AY,Lambeth,1.4,2011,Motor-cycles,Personal
00AZ,Lewisham,0.9,2011,Motor-cycles,Personal
00BA,Merton,0.4,2011,Motor-cycles,Personal
00BB,Newham,0.7,2011,Motor-cycles,Personal
00BC,Redbridge,0.5,2011,Motor-cycles,Personal
00BD,Richmond upon Thames,0.6,2011,Motor-cycles,Personal
00BE,Southwark,1.3,2011,Motor-cycles,Personal
00BF,Sutton,0.4,2011,Motor-cycles,Personal
00BG,Tower Hamlets,1.3,2011,Motor-cycles,Personal
00BH,Waltham Forest,0.3,2011,Motor-cycles,Personal
00BJ,Wandsworth,1.2,2011,Motor-cycles,Personal
00BK,Westminster,1.9,2011,Motor-cycles,Personal
00AA,City of London,1.6,2011,HGV,Freight
00AB,Barking and Dagenham,9.5,2011,HGV,Freight
00AC,Barnet,15.4,2011,HGV,Freight
00AD,Bexley,8.1,2011,HGV,Freight
00AE,Brent,8.0,2011,HGV,Freight
00AF,Bromley,6.4,2011,HGV,Freight
00AG,Camden,3.7,2011,HGV,Freight
00AH,Croydon,7.8,2011,HGV,Freight
00AJ,Ealing,13.6,2011,HGV,Freight
00AK,Enfield,28.7,2011,HGV,Freight
00AL,Greenwich,10.9,2011,HGV,Freight
00AM,Hackney,5.0,2011,HGV,Freight
00AN,Hammersmith and Fulham,4.6,2011,HGV,Freight
00AP,Haringey,4.0,2011,HGV,Freight
00AQ,Harrow,3.6,2011,HGV,Freight
00AR,Havering,35.2,2011,HGV,Freight
00AS,Hillingdon,19.2,2011,HGV,Freight
00AT,Hounslow,11.5,2011,HGV,Freight
00AU,Islington,3.5,2011,HGV,Freight
00AW,Kensington and Chelsea,4.3,2011,HGV,Freight
00AX,Kingston upon Thames,5.5,2011,HGV,Freight
00AY,Lambeth,5.6,2011,HGV,Freight
00AZ,Lewisham,5.5,2011,HGV,Freight
00BA,Merton,4.2,2011,HGV,Freight
00BB,Newham,11.0,2011,HGV,Freight
00BC,Redbridge,14.4,2011,HGV,Freight
00BD,Richmond upon Thames,4.6,2011,HGV,Freight
00BE,Southwark,5.6,2011,HGV,Freight
00BF,Sutton,3.3,2011,HGV,Freight
00BG,Tower Hamlets,9.8,2011,HGV,Freight
00BH,Waltham Forest,7.5,2011,HGV,Freight
00BJ,Wandsworth,5.9,2011,HGV,Freight
00BK,Westminster,7.1,2011,HGV,Freight
00AA,City of London,2.2,2011,Diesel LGV,Freight
00AB,Barking and Dagenham,4.9,2011,Diesel LGV,Freight
00AC,Barnet,12.2,2011,Diesel LGV,Freight
00AD,Bexley,7.3,2011,Diesel LGV,Freight
00AE,Brent,6.8,2011,Diesel LGV,Freight
00AF,Bromley,10.4,2011,Diesel LGV,Freight
00AG,Camden,5.8,2011,Diesel LGV,Freight
00AH,Croydon,9.4,2011,Diesel LGV,Freight
00AJ,Ealing,9.7,2011,Diesel LGV,Freight
00AK,Enfield,12.2,2011,Diesel LGV,Freight
00AL,Greenwich,9.9,2011,Diesel LGV,Freight
00AM,Hackney,6.0,2011,Diesel LGV,Freight
00AN,Hammersmith and Fulham,6.4,2011,Diesel LGV,Freight
00AP,Haringey,6.4,2011,Diesel LGV,Freight
00AQ,Harrow,4.2,2011,Diesel LGV,Freight
00AR,Havering,13.4,2011,Diesel LGV,Freight
00AS,Hillingdon,15.6,2011,Diesel LGV,Freight
00AT,Hounslow,11.4,2011,Diesel LGV,Freight
00AU,Islington,5.2,2011,Diesel LGV,Freight
00AW,Kensington and Chelsea,6.5,2011,Diesel LGV,Freight
00AX,Kingston upon Thames,6.6,2011,Diesel LGV,Freight
00AY,Lambeth,9.4,2011,Diesel LGV,Freight
00AZ,Lewisham,9.2,2011,Diesel LGV,Freight
00BA,Merton,4.9,2011,Diesel LGV,Freight
00BB,Newham,8.9,2011,Diesel LGV,Freight
00BC,Redbridge,8.4,2011,Diesel LGV,Freight
00BD,Richmond upon Thames,5.5,2011,Diesel LGV,Freight
00BE,Southwark,9.7,2011,Diesel LGV,Freight
00BF,Sutton,5.2,2011,Diesel LGV,Freight
00BG,Tower Hamlets,11.0,2011,Diesel LGV,Freight
00BH,Waltham Forest,5.5,2011,Diesel LGV,Freight
00BJ,Wandsworth,8.2,2011,Diesel LGV,Freight
00BK,Westminster,11.2,2011,Diesel LGV,Freight
00AA,City of London,0.1,2011,Petrol LGV,Freight
00AB,Barking and Dagenham,0.3,2011,Petrol LGV,Freight
00AC,Barnet,0.7,2011,Petrol LGV,Freight
00AD,Bexley,0.4,2011,Petrol LGV,Freight
00AE,Brent,0.4,2011,Petrol LGV,Freight
00AF,Bromley,0.6,2011,Petrol LGV,Freight
00AG,Camden,0.3,2011,Petrol LGV,Freight
00AH,Croydon,0.5,2011,Petrol LGV,Freight
00AJ,Ealing,0.6,2011,Petrol LGV,Freight
00AK,Enfield,0.6,2011,Petrol LGV,Freight
00AL,Greenwich,0.6,2011,Petrol LGV,Freight
00AM,Hackney,0.4,2011,Petrol LGV,Freight
00AN,Hammersmith and Fulham,0.4,2011,Petrol LGV,Freight
00AP,Haringey,0.4,2011,Petrol LGV,Freight
00AQ,Harrow,0.2,2011,Petrol LGV,Freight
00AR,Havering,0.7,2011,Petrol LGV,Freight
00AS,Hillingdon,0.8,2011,Petrol LGV,Freight
00AT,Hounslow,0.6,2011,Petrol LGV,Freight
00AU,Islington,0.3,2011,Petrol LGV,Freight
00AW,Kensington and Chelsea,0.4,2011,Petrol LGV,Freight
00AX,Kingston upon Thames,0.4,2011,Petrol LGV,Freight
00AY,Lambeth,0.6,2011,Petrol LGV,Freight
00AZ,Lewisham,0.5,2011,Petrol LGV,Freight
00BA,Merton,0.3,2011,Petrol LGV,Freight
00BB,Newham,0.5,2011,Petrol LGV,Freight
00BC,Redbridge,0.5,2011,Petrol LGV,Freight
00BD,Richmond upon Thames,0.3,2011,Petrol LGV,Freight
00BE,Southwark,0.6,2011,Petrol LGV,Freight
00BF,Sutton,0.3,2011,Petrol LGV,Freight
00BG,Tower Hamlets,0.7,2011,Petrol LGV,Freight
00BH,Waltham Forest,0.3,2011,Petrol LGV,Freight
00BJ,Wandsworth,0.5,2011,Petrol LGV,Freight
00BK,Westminster,0.7,2011,Petrol LGV,Freight
