Borough,Callout_type,Date,Number of reported incidents
ISLINGTON,RUBBISH FIRES,201301,13
ISLINGTON,SECONDARY FIRES,201301,15
ISLINGTON,SHUT-IN-LIFT RELEASES,201301,44
ISLINGTON,SPECIAL SERVICE ENTRY & EXIT,201301,34
KENSINGTON AND CHELSEA,ACCIDENTAL FIRES IN RUBBISH,201301,3
KENSINGTON AND CHELSEA,ACCIDENTAL OPEN LAND FIRES,201301,2
KENSINGTON AND CHELSEA,ACCIDENTAL VEHICLE FIRES,201301,1
KENSINGTON AND CHELSEA,ALL DELIBERATE FIRES,201301,1
KENSINGTON AND CHELSEA,ALL FALSE ALARMS,201301,168
KENSINGTON AND CHELSEA,ALL FIRES,201301,26
KENSINGTON AND CHELSEA,ALL SPECIAL SERVICES,201301,71
KENSINGTON AND CHELSEA,CARE HOME FIRES,201301,0
KENSINGTON AND CHELSEA,DELIBERATE FIRES IN RUBBISH,201301,0
KENSINGTON AND CHELSEA,DELIBERATE OPEN LAND FIRES,201301,0
KENSINGTON AND CHELSEA,DELIBERATE VEHICLE FIRES,201301,1
KENSINGTON AND CHELSEA,FALSE ALARMS AFAS DOM,201301,69
KENSINGTON AND CHELSEA,FALSE ALARMS AFAS NONDOM,201301,73
KENSINGTON AND CHELSEA,FALSE ALARMS GOOD INTENT,201301,26
KENSINGTON AND CHELSEA,MALICIOUS FALSE ALARMS,201301,0
KENSINGTON AND CHELSEA,NONDOMFIRES NONRRO,201301,0
KENSINGTON AND CHELSEA,NONDOMFIRES RRO,201301,5
KENSINGTON AND CHELSEA,PRIMARY FIRES,201301,21
KENSINGTON AND CHELSEA,PRIMARY FIRES IN DWELLINGS,201301,13
KENSINGTON AND CHELSEA,ROAD TRAFFIC COLLISIONS,201301,4
KENSINGTON AND CHELSEA,RUBBISH FIRES,201301,3
KENSINGTON AND CHELSEA,SECONDARY FIRES,201301,5
KENSINGTON AND CHELSEA,SHUT-IN-LIFT RELEASES,201301,18
KENSINGTON AND CHELSEA,SPECIAL SERVICE ENTRY & EXIT,201301,17
KINGSTON UPON THAMES,ACCIDENTAL FIRES IN RUBBISH,201301,0
KINGSTON UPON THAMES,ACCIDENTAL OPEN LAND FIRES,201301,1
KINGSTON UPON THAMES,ACCIDENTAL VEHICLE FIRES,201301,0
KINGSTON UPON THAMES,ALL DELIBERATE FIRES,201301,4
KINGSTON UPON THAMES,ALL FALSE ALARMS,201301,67
KINGSTON UPON THAMES,ALL FIRES,201301,10
KINGSTON UPON THAMES,ALL SPECIAL SERVICES,201301,25
KINGSTON UPON THAMES,CARE HOME FIRES,201301,0
KINGSTON UPON THAMES,DELIBERATE FIRES IN RUBBISH,201301,2
KINGSTON UPON THAMES,DELIBERATE OPEN LAND FIRES,201301,0
KINGSTON UPON THAMES,DELIBERATE VEHICLE FIRES,201301,0
KINGSTON UPON THAMES,FALSE ALARMS AFAS DOM,201301,15
KINGSTON UPON THAMES,FALSE ALARMS AFAS NONDOM,201301,46
KINGSTON UPON THAMES,FALSE ALARMS GOOD INTENT,201301,5
KINGSTON UPON THAMES,MALICIOUS FALSE ALARMS,201301,1
KINGSTON UPON THAMES,NONDOMFIRES NONRRO,201301,0
KINGSTON UPON THAMES,NONDOMFIRES RRO,201301,1
KINGSTON UPON THAMES,PRIMARY FIRES,201301,5
KINGSTON UPON THAMES,PRIMARY FIRES IN DWELLINGS,201301,4
KINGSTON UPON THAMES,ROAD TRAFFIC COLLISIONS,201301,0
KINGSTON UPON THAMES,RUBBISH FIRES,201301,2
KINGSTON UPON THAMES,SECONDARY FIRES,201301,5
KINGSTON UPON THAMES,SHUT-IN-LIFT RELEASES,201301,2
KINGSTON UPON THAMES,SPECIAL SERVICE ENTRY & EXIT,201301,4
LAMBETH,ACCIDENTAL FIRES IN RUBBISH,201301,18
LAMBETH,ACCIDENTAL OPEN LAND FIRES,201301,0
LAMBETH,ACCIDENTAL VEHICLE FIRES,201301,2
LAMBETH,ALL DELIBERATE FIRES,201301,5
LAMBETH,ALL FALSE ALARMS,201301,151
LAMBETH,ALL FIRES,201301,65
LAMBETH,ALL SPECIAL SERVICES,201301,133
LAMBETH,CARE HOME FIRES,201301,0
LAMBETH,DELIBERATE FIRES IN RUBBISH,201301,4
LAMBETH,DELIBERATE OPEN LAND FIRES,201301,0
LAMBETH,DELIBERATE VEHICLE FIRES,201301,0
LAMBETH,FALSE ALARMS AFAS DOM,201301,39
LAMBETH,FALSE ALARMS AFAS NONDOM,201301,71
LAMBETH,FALSE ALARMS GOOD INTENT,201301,37
LAMBETH,MALICIOUS FALSE ALARMS,201301,4
LAMBETH,NONDOMFIRES NONRRO,201301,0
LAMBETH,NONDOMFIRES RRO,201301,6
LAMBETH,PRIMARY FIRES,201301,42
LAMBETH,PRIMARY FIRES IN DWELLINGS,201301,33
LAMBETH,ROAD TRAFFIC COLLISIONS,201301,9
LAMBETH,RUBBISH FIRES,201301,22
LAMBETH,SECONDARY FIRES,201301,23
LAMBETH,SHUT-IN-LIFT RELEASES,201301,23
LAMBETH,SPECIAL SERVICE ENTRY & EXIT,201301,37
LEWISHAM,ACCIDENTAL FIRES IN RUBBISH,201301,6
LEWISHAM,ACCIDENTAL OPEN LAND FIRES,201301,0
LEWISHAM,ACCIDENTAL VEHICLE FIRES,201301,2
LEWISHAM,ALL DELIBERATE FIRES,201301,4
LEWISHAM,ALL FALSE ALARMS,201301,130
LEWISHAM,ALL FIRES,201301,39
LEWISHAM,ALL SPECIAL SERVICES,201301,81
LEWISHAM,CARE HOME FIRES,201301,2
LEWISHAM,DELIBERATE FIRES IN RUBBISH,201301,3
LEWISHAM,DELIBERATE OPEN LAND FIRES,201301,0
LEWISHAM,DELIBERATE VEHICLE FIRES,201301,0
LEWISHAM,FALSE ALARMS AFAS DOM,201301,45
LEWISHAM,FALSE ALARMS AFAS NONDOM,201301,42
LEWISHAM,FALSE ALARMS GOOD INTENT,201301,40
LEWISHAM,MALICIOUS FALSE ALARMS,201301,3
LEWISHAM,NONDOMFIRES NONRRO,201301,0
LEWISHAM,NONDOMFIRES RRO,201301,6
LEWISHAM,PRIMARY FIRES,201301,30
LEWISHAM,PRIMARY FIRES IN DWELLINGS,201301,20
LEWISHAM,ROAD TRAFFIC COLLISIONS,201301,5
LEWISHAM,RUBBISH FIRES,201301,9
LEWISHAM,SECONDARY FIRES,201301,9
LEWISHAM,SHUT-IN-LIFT RELEASES,201301,12
LEWISHAM,SPECIAL SERVICE ENTRY & EXIT,201301,21
MERTON,ACCIDENTAL FIRES IN RUBBISH,201301,4
MERTON,ACCIDENTAL OPEN LAND FIRES,201301,2
MERTON,ACCIDENTAL VEHICLE FIRES,201301,4
MERTON,ALL DELIBERATE FIRES,201301,4
MERTON,ALL FALSE ALARMS,201301,73
MERTON,ALL FIRES,201301,27
MERTON,ALL SPECIAL SERVICES,201301,30
MERTON,CARE HOME FIRES,201301,1
MERTON,DELIBERATE FIRES IN RUBBISH,201301,0
MERTON,DELIBERATE OPEN LAND FIRES,201301,0
MERTON,DELIBERATE VEHICLE FIRES,201301,1
MERTON,FALSE ALARMS AFAS DOM,201301,15
MERTON,FALSE ALARMS AFAS NONDOM,201301,37
MERTON,FALSE ALARMS GOOD INTENT,201301,19
MERTON,MALICIOUS FALSE ALARMS,201301,2
MERTON,NONDOMFIRES NONRRO,201301,1
MERTON,NONDOMFIRES RRO,201301,5
MERTON,PRIMARY FIRES,201301,20
MERTON,PRIMARY FIRES IN DWELLINGS,201301,8
MERTON,ROAD TRAFFIC COLLISIONS,201301,7
MERTON,RUBBISH FIRES,201301,4
MERTON,SECONDARY FIRES,201301,7
MERTON,SHUT-IN-LIFT RELEASES,201301,2
MERTON,SPECIAL SERVICE ENTRY & EXIT,201301,5
NEWHAM,ACCIDENTAL FIRES IN RUBBISH,201301,12
NEWHAM,ACCIDENTAL OPEN LAND FIRES,201301,0
NEWHAM,ACCIDENTAL VEHICLE FIRES,201301,4
NEWHAM,ALL DELIBERATE FIRES,201301,26
NEWHAM,ALL FALSE ALARMS,201301,110
NEWHAM,ALL FIRES,201301,71
NEWHAM,ALL SPECIAL SERVICES,201301,74
NEWHAM,CARE HOME FIRES,201301,3
NEWHAM,DELIBERATE FIRES IN RUBBISH,201301,7
NEWHAM,DELIBERATE OPEN LAND FIRES,201301,4
NEWHAM,DELIBERATE VEHICLE FIRES,201301,7
NEWHAM,FALSE ALARMS AFAS DOM,201301,29
NEWHAM,FALSE ALARMS AFAS NONDOM,201301,39
NEWHAM,FALSE ALARMS GOOD INTENT,201301,28
NEWHAM,MALICIOUS FALSE ALARMS,201301,14
NEWHAM,NONDOMFIRES NONRRO,201301,1
NEWHAM,NONDOMFIRES RRO,201301,9
NEWHAM,PRIMARY FIRES,201301,48
NEWHAM,PRIMARY FIRES IN DWELLINGS,201301,25
NEWHAM,ROAD TRAFFIC COLLISIONS,201301,8
NEWHAM,RUBBISH FIRES,201301,19
NEWHAM,SECONDARY FIRES,201301,23
NEWHAM,SHUT-IN-LIFT RELEASES,201301,7
NEWHAM,SPECIAL SERVICE ENTRY & EXIT,201301,19
REDBRIDGE,ACCIDENTAL FIRES IN RUBBISH,201301,6
REDBRIDGE,ACCIDENTAL OPEN LAND FIRES,201301,0
REDBRIDGE,ACCIDENTAL VEHICLE FIRES,201301,3
REDBRIDGE,ALL DELIBERATE FIRES,201301,9
REDBRIDGE,ALL FALSE ALARMS,201301,103
REDBRIDGE,ALL FIRES,201301,33
REDBRIDGE,ALL SPECIAL SERVICES,201301,60
REDBRIDGE,CARE HOME FIRES,201301,0
REDBRIDGE,DELIBERATE FIRES IN RUBBISH,201301,1
REDBRIDGE,DELIBERATE OPEN LAND FIRES,201301,1
REDBRIDGE,DELIBERATE VEHICLE FIRES,201301,5
REDBRIDGE,FALSE ALARMS AFAS DOM,201301,34
REDBRIDGE,FALSE ALARMS AFAS NONDOM,201301,39
REDBRIDGE,FALSE ALARMS GOOD INTENT,201301,28
REDBRIDGE,MALICIOUS FALSE ALARMS,201301,2
REDBRIDGE,NONDOMFIRES NONRRO,201301,3
REDBRIDGE,NONDOMFIRES RRO,201301,3
REDBRIDGE,PRIMARY FIRES,201301,25
REDBRIDGE,PRIMARY FIRES IN DWELLINGS,201301,11
REDBRIDGE,ROAD TRAFFIC COLLISIONS,201301,5
REDBRIDGE,RUBBISH FIRES,201301,7
REDBRIDGE,SECONDARY FIRES,201301,8
REDBRIDGE,SHUT-IN-LIFT RELEASES,201301,11
REDBRIDGE,SPECIAL SERVICE ENTRY & EXIT,201301,16
RICHMOND UPON THAMES,ACCIDENTAL FIRES IN RUBBISH,201301,2
RICHMOND UPON THAMES,ACCIDENTAL OPEN LAND FIRES,201301,0
RICHMOND UPON THAMES,ACCIDENTAL VEHICLE FIRES,201301,1
RICHMOND UPON THAMES,ALL DELIBERATE FIRES,201301,3
RICHMOND UPON THAMES,ALL FALSE ALARMS,201301,77
RICHMOND UPON THAMES,ALL FIRES,201301,17
RICHMOND UPON THAMES,ALL SPECIAL SERVICES,201301,26
RICHMOND UPON THAMES,CARE HOME FIRES,201301,2
RICHMOND UPON THAMES,DELIBERATE FIRES IN RUBBISH,201301,1
RICHMOND UPON THAMES,DELIBERATE OPEN LAND FIRES,201301,0
RICHMOND UPON THAMES,DELIBERATE VEHICLE FIRES,201301,1
RICHMOND UPON THAMES,FALSE ALARMS AFAS DOM,201301,20
RICHMOND UPON THAMES,FALSE ALARMS AFAS NONDOM,201301,42
RICHMOND UPON THAMES,FALSE ALARMS GOOD INTENT,201301,14
RICHMOND UPON THAMES,MALICIOUS FALSE ALARMS,201301,1
RICHMOND UPON THAMES,NONDOMFIRES NONRRO,201301,0
RICHMOND UPON THAMES,NONDOMFIRES RRO,201301,2
RICHMOND UPON THAMES,PRIMARY FIRES,201301,13
RICHMOND UPON THAMES,PRIMARY FIRES IN DWELLINGS,201301,9
RICHMOND UPON THAMES,ROAD TRAFFIC COLLISIONS,201301,4
RICHMOND UPON THAMES,RUBBISH FIRES,201301,3
RICHMOND UPON THAMES,SECONDARY FIRES,201301,4
RICHMOND UPON THAMES,SHUT-IN-LIFT RELEASES,201301,5
RICHMOND UPON THAMES,SPECIAL SERVICE ENTRY & EXIT,201301,3
SOUTHWARK,ACCIDENTAL FIRES IN RUBBISH,201301,9
SOUTHWARK,ACCIDENTAL OPEN LAND FIRES,201301,0
SOUTHWARK,ACCIDENTAL VEHICLE FIRES,201301,3
SOUTHWARK,ALL DELIBERATE FIRES,201301,9
SOUTHWARK,ALL FALSE ALARMS,201301,208
SOUTHWARK,ALL FIRES,201301,58
SOUTHWARK,ALL SPECIAL SERVICES,201301,143
SOUTHWARK,CARE HOME FIRES,201301,0
SOUTHWARK,DELIBERATE FIRES IN RUBBISH,201301,2
SOUTHWARK,DELIBERATE OPEN LAND FIRES,201301,1
SOUTHWARK,DELIBERATE VEHICLE FIRES,201301,4
SOUTHWARK,FALSE ALARMS AFAS DOM,201301,49
SOUTHWARK,FALSE ALARMS AFAS NONDOM,201301,94
SOUTHWARK,FALSE ALARMS GOOD INTENT,201301,50
SOUTHWARK,MALICIOUS FALSE ALARMS,201301,15
SOUTHWARK,NONDOMFIRES NONRRO,201301,0
SOUTHWARK,NONDOMFIRES RRO,201301,10
SOUTHWARK,PRIMARY FIRES,201301,45
SOUTHWARK,PRIMARY FIRES IN DWELLINGS,201301,27
SOUTHWARK,ROAD TRAFFIC COLLISIONS,201301,6
SOUTHWARK,RUBBISH FIRES,201301,11
SOUTHWARK,SECONDARY FIRES,201301,13
SOUTHWARK,SHUT-IN-LIFT RELEASES,201301,44
SOUTHWARK,SPECIAL SERVICE ENTRY & EXIT,201301,32
SUTTON,ACCIDENTAL FIRES IN RUBBISH,201301,0
SUTTON,ACCIDENTAL OPEN LAND FIRES,201301,3
SUTTON,ACCIDENTAL VEHICLE FIRES,201301,3
SUTTON,ALL DELIBERATE FIRES,201301,8
SUTTON,ALL FALSE ALARMS,201301,67
SUTTON,ALL FIRES,201301,23
SUTTON,ALL SPECIAL SERVICES,201301,37
SUTTON,CARE HOME FIRES,201301,4
SUTTON,DELIBERATE FIRES IN RUBBISH,201301,5
SUTTON,DELIBERATE OPEN LAND FIRES,201301,0
SUTTON,DELIBERATE VEHICLE FIRES,201301,0
SUTTON,FALSE ALARMS AFAS DOM,201301,16
SUTTON,FALSE ALARMS AFAS NONDOM,201301,33
SUTTON,FALSE ALARMS GOOD INTENT,201301,15
SUTTON,MALICIOUS FALSE ALARMS,201301,3
SUTTON,NONDOMFIRES NONRRO,201301,0
SUTTON,NONDOMFIRES RRO,201301,4
SUTTON,PRIMARY FIRES,201301,15
SUTTON,PRIMARY FIRES IN DWELLINGS,201301,7
SUTTON,ROAD TRAFFIC COLLISIONS,201301,6
SUTTON,RUBBISH FIRES,201301,5
SUTTON,SECONDARY FIRES,201301,8
SUTTON,SHUT-IN-LIFT RELEASES,201301,6
SUTTON,SPECIAL SERVICE ENTRY & EXIT,201301,4
TOWER HAMLETS,ACCIDENTAL FIRES IN RUBBISH,201301,15
TOWER HAMLETS,ACCIDENTAL OPEN LAND FIRES,201301,1
TOWER HAMLETS,ACCIDENTAL VEHICLE FIRES,201301,3
TOWER HAMLETS,ALL DELIBERATE FIRES,201301,18
TOWER HAMLETS,ALL FALSE ALARMS,201301,170
TOWER HAMLETS,ALL FIRES,201301,64
TOWER HAMLETS,ALL SPECIAL SERVICES,201301,130
TOWER HAMLETS,CARE HOME FIRES,201301,2
TOWER HAMLETS,DELIBERATE FIRES IN RUBBISH,201301,12
TOWER HAMLETS,DELIBERATE OPEN LAND FIRES,201301,1
TOWER HAMLETS,DELIBERATE VEHICLE FIRES,201301,1
TOWER HAMLETS,FALSE ALARMS AFAS DOM,201301,43
TOWER HAMLETS,FALSE ALARMS AFAS NONDOM,201301,85
TOWER HAMLETS,FALSE ALARMS GOOD INTENT,201301,33
TOWER HAMLETS,MALICIOUS FALSE ALARMS,201301,9
TOWER HAMLETS,NONDOMFIRES NONRRO,201301,2
TOWER HAMLETS,NONDOMFIRES RRO,201301,8
TOWER HAMLETS,PRIMARY FIRES,201301,35
TOWER HAMLETS,PRIMARY FIRES IN DWELLINGS,201301,18
TOWER HAMLETS,ROAD TRAFFIC COLLISIONS,201301,7
TOWER HAMLETS,RUBBISH FIRES,201301,27
TOWER HAMLETS,SECONDARY FIRES,201301,29
TOWER HAMLETS,SHUT-IN-LIFT RELEASES,201301,38
TOWER HAMLETS,SPECIAL SERVICE ENTRY & EXIT,201301,23
WALTHAM FOREST,ACCIDENTAL FIRES IN RUBBISH,201301,11
WALTHAM FOREST,ACCIDENTAL OPEN LAND FIRES,201301,1
WALTHAM FOREST,ACCIDENTAL VEHICLE FIRES,201301,3
WALTHAM FOREST,ALL DELIBERATE FIRES,201301,7
WALTHAM FOREST,ALL FALSE ALARMS,201301,116
WALTHAM FOREST,ALL FIRES,201301,40
WALTHAM FOREST,ALL SPECIAL SERVICES,201301,65
WALTHAM FOREST,CARE HOME FIRES,201301,1
WALTHAM FOREST,DELIBERATE FIRES IN RUBBISH,201301,3
WALTHAM FOREST,DELIBERATE OPEN LAND FIRES,201301,2
WALTHAM FOREST,DELIBERATE VEHICLE FIRES,201301,1
WALTHAM FOREST,FALSE ALARMS AFAS DOM,201301,51
WALTHAM FOREST,FALSE ALARMS AFAS NONDOM,201301,42
WALTHAM FOREST,FALSE ALARMS GOOD INTENT,201301,23
WALTHAM FOREST,MALICIOUS FALSE ALARMS,201301,0
WALTHAM FOREST,NONDOMFIRES NONRRO,201301,0
WALTHAM FOREST,NONDOMFIRES RRO,201301,3
WALTHAM FOREST,PRIMARY FIRES,201301,20
WALTHAM FOREST,PRIMARY FIRES IN DWELLINGS,201301,13
WALTHAM FOREST,ROAD TRAFFIC COLLISIONS,201301,5
WALTHAM FOREST,RUBBISH FIRES,201301,14
WALTHAM FOREST,SECONDARY FIRES,201301,20
WALTHAM FOREST,SHUT-IN-LIFT RELEASES,201301,4
WALTHAM FOREST,SPECIAL SERVICE ENTRY & EXIT,201301,19
WANDSWORTH,ACCIDENTAL FIRES IN RUBBISH,201301,8
WANDSWORTH,ACCIDENTAL OPEN LAND FIRES,201301,1
WANDSWORTH,ACCIDENTAL VEHICLE FIRES,201301,2
WANDSWORTH,ALL DELIBERATE FIRES,201301,5
WANDSWORTH,ALL FALSE ALARMS,201301,112
WANDSWORTH,ALL FIRES,201301,54
WANDSWORTH,ALL SPECIAL SERVICES,201301,62
WANDSWORTH,CARE HOME FIRES,201301,7
WANDSWORTH,DELIBERATE FIRES IN RUBBISH,201301,0
WANDSWORTH,DELIBERATE OPEN LAND FIRES,201301,2
WANDSWORTH,DELIBERATE VEHICLE FIRES,201301,2
WANDSWORTH,FALSE ALARMS AFAS DOM,201301,43
WANDSWORTH,FALSE ALARMS AFAS NONDOM,201301,43
WANDSWORTH,FALSE ALARMS GOOD INTENT,201301,26
WANDSWORTH,MALICIOUS FALSE ALARMS,201301,0
WANDSWORTH,NONDOMFIRES NONRRO,201301,0
WANDSWORTH,NONDOMFIRES RRO,201301,6
WANDSWORTH,PRIMARY FIRES,201301,42
WANDSWORTH,PRIMARY FIRES IN DWELLINGS,201301,32
WANDSWORTH,ROAD TRAFFIC COLLISIONS,201301,7
WANDSWORTH,RUBBISH FIRES,201301,8
WANDSWORTH,SECONDARY FIRES,201301,12
WANDSWORTH,SHUT-IN-LIFT RELEASES,201301,7
WANDSWORTH,SPECIAL SERVICE ENTRY & EXIT,201301,16
WESTMINSTER,ACCIDENTAL FIRES IN RUBBISH,201301,21
WESTMINSTER,ACCIDENTAL OPEN LAND FIRES,201301,2
WESTMINSTER,ACCIDENTAL VEHICLE FIRES,201301,0
WESTMINSTER,ALL DELIBERATE FIRES,201301,4
WESTMINSTER,ALL FALSE ALARMS,201301,411
WESTMINSTER,ALL FIRES,201301,77
WESTMINSTER,ALL SPECIAL SERVICES,201301,134
WESTMINSTER,CARE HOME FIRES,201301,1
WESTMINSTER,DELIBERATE FIRES IN RUBBISH,201301,2
WESTMINSTER,DELIBERATE OPEN LAND FIRES,201301,0
WESTMINSTER,DELIBERATE VEHICLE FIRES,201301,0
WESTMINSTER,FALSE ALARMS AFAS DOM,201301,96
WESTMINSTER,FALSE ALARMS AFAS NONDOM,201301,260
WESTMINSTER,FALSE ALARMS GOOD INTENT,201301,52
WESTMINSTER,MALICIOUS FALSE ALARMS,201301,3
WESTMINSTER,NONDOMFIRES NONRRO,201301,0
WESTMINSTER,NONDOMFIRES RRO,201301,19
WESTMINSTER,PRIMARY FIRES,201301,50
WESTMINSTER,PRIMARY FIRES IN DWELLINGS,201301,30
WESTMINSTER,ROAD TRAFFIC COLLISIONS,201301,7
WESTMINSTER,RUBBISH FIRES,201301,23
WESTMINSTER,SECONDARY FIRES,201301,27
WESTMINSTER,SHUT-IN-LIFT RELEASES,201301,39
WESTMINSTER,SPECIAL SERVICE ENTRY & EXIT,201301,20
 NOT GEO-CODED,ACCIDENTAL FIRES IN RUBBISH,201302,0
 NOT GEO-CODED,ACCIDENTAL OPEN LAND FIRES,201302,0
 NOT GEO-CODED,ACCIDENTAL VEHICLE FIRES,201302,0
 NOT GEO-CODED,ALL DELIBERATE FIRES,201302,0
 NOT GEO-CODED,ALL FALSE ALARMS,201302,0
 NOT GEO-CODED,ALL FIRES,201302,0
 NOT GEO-CODED,ALL SPECIAL SERVICES,201302,0
 NOT GEO-CODED,CARE HOME FIRES,201302,0
 NOT GEO-CODED,DELIBERATE FIRES IN RUBBISH,201302,0
 NOT GEO-CODED,DELIBERATE OPEN LAND FIRES,201302,0
 NOT GEO-CODED,DELIBERATE VEHICLE FIRES,201302,0
 NOT GEO-CODED,FALSE ALARMS AFAS DOM,201302,0
 NOT GEO-CODED,FALSE ALARMS AFAS NONDOM,201302,0
 NOT GEO-CODED,FALSE ALARMS GOOD INTENT,201302,0
 NOT GEO-CODED,MALICIOUS FALSE ALARMS,201302,0
 NOT GEO-CODED,NONDOMFIRES NONRRO,201302,0
 NOT GEO-CODED,NONDOMFIRES RRO,201302,0
 NOT GEO-CODED,PRIMARY FIRES,201302,0
 NOT GEO-CODED,PRIMARY FIRES IN DWELLINGS,201302,0
 NOT GEO-CODED,ROAD TRAFFIC COLLISIONS,201302,0
 NOT GEO-CODED,RUBBISH FIRES,201302,0
 NOT GEO-CODED,SECONDARY FIRES,201302,0
 NOT GEO-CODED,SHUT-IN-LIFT RELEASES,201302,0
 NOT GEO-CODED,SPECIAL SERVICE ENTRY & EXIT,201302,0
BARKING AND DAGENHAM,ACCIDENTAL FIRES IN RUBBISH,201302,11
BARKING AND DAGENHAM,ACCIDENTAL OPEN LAND FIRES,201302,2
BARKING AND DAGENHAM,ACCIDENTAL VEHICLE FIRES,201302,4
BARKING AND DAGENHAM,ALL DELIBERATE FIRES,201302,14
BARKING AND DAGENHAM,ALL FALSE ALARMS,201302,64
BARKING AND DAGENHAM,ALL FIRES,201302,53
BARKING AND DAGENHAM,ALL SPECIAL SERVICES,201302,55
BARKING AND DAGENHAM,CARE HOME FIRES,201302,0
BARKING AND DAGENHAM,DELIBERATE FIRES IN RUBBISH,201302,7
BARKING AND DAGENHAM,DELIBERATE OPEN LAND FIRES,201302,2
BARKING AND DAGENHAM,DELIBERATE VEHICLE FIRES,201302,5
BARKING AND DAGENHAM,FALSE ALARMS AFAS DOM,201302,11
BARKING AND DAGENHAM,FALSE ALARMS AFAS NONDOM,201302,26
BARKING AND DAGENHAM,FALSE ALARMS GOOD INTENT,201302,19
BARKING AND DAGENHAM,MALICIOUS FALSE ALARMS,201302,8
BARKING AND DAGENHAM,NONDOMFIRES NONRRO,201302,0
BARKING AND DAGENHAM,NONDOMFIRES RRO,201302,3
BARKING AND DAGENHAM,PRIMARY FIRES,201302,30
BARKING AND DAGENHAM,PRIMARY FIRES IN DWELLINGS,201302,17
BARKING AND DAGENHAM,ROAD TRAFFIC COLLISIONS,201302,11
BARKING AND DAGENHAM,RUBBISH FIRES,201302,18
BARKING AND DAGENHAM,SECONDARY FIRES,201302,23
BARKING AND DAGENHAM,SHUT-IN-LIFT RELEASES,201302,21
BARKING AND DAGENHAM,SPECIAL SERVICE ENTRY & EXIT,201302,12
BARNET,ACCIDENTAL FIRES IN RUBBISH,201302,15
BARNET,ACCIDENTAL OPEN LAND FIRES,201302,4
BARNET,ACCIDENTAL VEHICLE FIRES,201302,1
BARNET,ALL DELIBERATE FIRES,201302,10
BARNET,ALL FALSE ALARMS,201302,105
BARNET,ALL FIRES,201302,57
BARNET,ALL SPECIAL SERVICES,201302,89
BARNET,CARE HOME FIRES,201302,1
BARNET,DELIBERATE FIRES IN RUBBISH,201302,1
BARNET,DELIBERATE OPEN LAND FIRES,201302,2
BARNET,DELIBERATE VEHICLE FIRES,201302,3
BARNET,FALSE ALARMS AFAS DOM,201302,34
BARNET,FALSE ALARMS AFAS NONDOM,201302,36
BARNET,FALSE ALARMS GOOD INTENT,201302,32
BARNET,MALICIOUS FALSE ALARMS,201302,3
BARNET,NONDOMFIRES NONRRO,201302,3
BARNET,NONDOMFIRES RRO,201302,3
BARNET,PRIMARY FIRES,201302,33
BARNET,PRIMARY FIRES IN DWELLINGS,201302,23
BARNET,ROAD TRAFFIC COLLISIONS,201302,17
BARNET,RUBBISH FIRES,201302,16
BARNET,SECONDARY FIRES,201302,24
BARNET,SHUT-IN-LIFT RELEASES,201302,13
BARNET,SPECIAL SERVICE ENTRY & EXIT,201302,20
BEXLEY,ACCIDENTAL FIRES IN RUBBISH,201302,4
BEXLEY,ACCIDENTAL OPEN LAND FIRES,201302,3
BEXLEY,ACCIDENTAL VEHICLE FIRES,201302,2
BEXLEY,ALL DELIBERATE FIRES,201302,9
BEXLEY,ALL FALSE ALARMS,201302,54
BEXLEY,ALL FIRES,201302,38
BEXLEY,ALL SPECIAL SERVICES,201302,31
BEXLEY,CARE HOME FIRES,201302,1
BEXLEY,DELIBERATE FIRES IN RUBBISH,201302,1
BEXLEY,DELIBERATE OPEN LAND FIRES,201302,2
BEXLEY,DELIBERATE VEHICLE FIRES,201302,4
BEXLEY,FALSE ALARMS AFAS DOM,201302,11
BEXLEY,FALSE ALARMS AFAS NONDOM,201302,20
BEXLEY,FALSE ALARMS GOOD INTENT,201302,23
BEXLEY,MALICIOUS FALSE ALARMS,201302,0
BEXLEY,NONDOMFIRES NONRRO,201302,2
BEXLEY,NONDOMFIRES RRO,201302,5
BEXLEY,PRIMARY FIRES,201302,28
BEXLEY,PRIMARY FIRES IN DWELLINGS,201302,15
BEXLEY,ROAD TRAFFIC COLLISIONS,201302,5
BEXLEY,RUBBISH FIRES,201302,5
BEXLEY,SECONDARY FIRES,201302,10
BEXLEY,SHUT-IN-LIFT RELEASES,201302,10
BEXLEY,SPECIAL SERVICE ENTRY & EXIT,201302,2
BRENT,ACCIDENTAL FIRES IN RUBBISH,201302,7
BRENT,ACCIDENTAL OPEN LAND FIRES,201302,1
BRENT,ACCIDENTAL VEHICLE FIRES,201302,4
BRENT,ALL DELIBERATE FIRES,201302,7
BRENT,ALL FALSE ALARMS,201302,100
BRENT,ALL FIRES,201302,43
BRENT,ALL SPECIAL SERVICES,201302,69
BRENT,CARE HOME FIRES,201302,0
BRENT,DELIBERATE FIRES IN RUBBISH,201302,2
BRENT,DELIBERATE OPEN LAND FIRES,201302,0
BRENT,DELIBERATE VEHICLE FIRES,201302,0
BRENT,FALSE ALARMS AFAS DOM,201302,36
BRENT,FALSE ALARMS AFAS NONDOM,201302,39
BRENT,FALSE ALARMS GOOD INTENT,201302,24
BRENT,MALICIOUS FALSE ALARMS,201302,1
BRENT,NONDOMFIRES NONRRO,201302,2
BRENT,NONDOMFIRES RRO,201302,7
BRENT,PRIMARY FIRES,201302,32
